assetKey,sourceAssetKind,role,ownerKind,ownerMigrationKey,ownerTitle,ownerYear,ownerCategory,historicalDisposition,normalizedDisposition,targetBucket,targetStoragePathRedacted,targetDatabaseReferenceKind,targetDatabaseReferenceKey,sourceSha256,sourceFilename,sourceMimeType,sourceSizeBytes,privacyStatus,reviewStatus,evidenceFiles,notes,reviewDecision,ownerComment,verifiedAt,verifiedBy
"wix:asset:wix:activity:mh72i:859c553273896a66564f","image","gallery","activity","wix:activity:mh72i","多肉植物DIY 111","111","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mh72i","a4b26a37f1527f621a15fe618c6b52d5fcdc7eb2b36b9214994ba20d45c006e0","source-a4b26a37f152.jpg","image/jpeg","113855","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mh72i:c8cc5eec786fce0cbf90","document","attachment","activity","wix:activity:mh72i","多肉植物DIY 111","111","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mh72i","eadf9e427c649345970adb9fad1792efda100a020d34c49162be54d6afbec1b7","source-eadf9e427c64.pdf","application/pdf","346594","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mqpxs:193624b0061d093c9755","document","attachment","activity","wix:activity:mqpxs","兩校聯合幹部訓練","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mqpxs","11c62acc507b632cc50d5149a2e6812518944e1b604d725c9ace31c24e6aadd2","source-11c62acc507b.pdf","application/pdf","328278","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mqpxs:35e7e528ca6f491fa0d4","document","attachment","activity","wix:activity:mqpxs","兩校聯合幹部訓練","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mqpxs","e1c91ce0c703b7cde21723e2f98ae657a7c30a2712064d89cb88a087199ed304","source-e1c91ce0c703.pdf","application/pdf","188066","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mqpxs:51d9525cd1ef501f7b37","document","attachment","activity","wix:activity:mqpxs","兩校聯合幹部訓練","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mqpxs","409b2351404ccf6a255e63ce6af9eaf3140e9f7c2fe5dd8ee814587d9b468733","source-409b2351404c.pdf","application/pdf","85434","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mqpxs:5b963901a5a66a4a6dab","image","gallery","activity","wix:activity:mqpxs","兩校聯合幹部訓練","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mqpxs","7065d9746caac2a04e49d8a3cf5df6f0a012371f0ee390f670e0a67f2e7a4cc6","source-7065d9746caa.jpg","image/jpeg","247984","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mqpxs:8d2a5d0a684e58d725b3","document","attachment","activity","wix:activity:mqpxs","兩校聯合幹部訓練","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mqpxs","8e851c45a72ba784e9dabe03191f08244c0fa4fee2ac745a63660ccd07693607","source-8e851c45a72b.pdf","application/pdf","280568","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mqpxs:a09e87527fea60eaebdc","document","attachment","activity","wix:activity:mqpxs","兩校聯合幹部訓練","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mqpxs","e9f5f47f2ae190f4494ad7036aa13fd1089d9b9d2bdbc0aa759d064cfaf3daf6","source-e9f5f47f2ae1.pdf","application/pdf","191290","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mqpxs:c21621e5c54ed5e40166","document","attachment","activity","wix:activity:mqpxs","兩校聯合幹部訓練","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mqpxs","f44373845532b19920466fd022ae2543c474e2fee597c14f5b9b2174b5c107ea","source-f44373845532.pdf","application/pdf","215245","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mqpxs:d4cab5342d8375e03700","image","gallery","activity","wix:activity:mqpxs","兩校聯合幹部訓練","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mqpxs","845141185e162b61196c50f68f7b5c92f8459d50b213f21bba2c6ea824c2fa03","source-845141185e16.jpg","image/jpeg","260257","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mqpxs:ed37c9cecb6d93cdc1c2","image","cover","activity","wix:activity:mqpxs","兩校聯合幹部訓練","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mqpxs","9292e4614af0d205ac167afc8c0817ac498bb8b5b38a2ec39191bcd563bdc14f","source-9292e4614af0.jpg","image/jpeg","240776","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mwqi8:1ce1c00d836f1ca10608","image","cover","activity","wix:activity:mwqi8","兒童野外挑戰營","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mwqi8","fb70ddd067d7e49107910fde8e26c9f67c3a6e673c297fc084e847037b0d05b6","source-fb70ddd067d7.png","image/png","766936","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mwqi8:399efd44b09c5b7c96c7","document","attachment","activity","wix:activity:mwqi8","兒童野外挑戰營","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mwqi8","c56ebdae91bc7c6d6c4dcda3b3df7e24059503d01f53493cfeeb949d6d16bd58","source-c56ebdae91bc.pdf","application/pdf","257981","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mwqi8:42a27cb96f36765c4ae1","image","gallery","activity","wix:activity:mwqi8","兒童野外挑戰營","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mwqi8","c8a3b233ddb0f520d9528d0a7e36023f1596090687b835318842961282571893","source-c8a3b233ddb0.png","image/png","317943","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mwqi8:48efa5c2bf74fd2fec90","document","attachment","activity","wix:activity:mwqi8","兒童野外挑戰營","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mwqi8","7c43d73cdef1cf47f411451b51fb4250d63e2e2157aed4a9d79902d9e34ef62e","source-7c43d73cdef1.pdf","application/pdf","240271","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mwqi8:642944ddd9a197e9e8f2","document","attachment","activity","wix:activity:mwqi8","兒童野外挑戰營","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mwqi8","dc6d3464783b59447ceb48e9ee8fa3478491f05571eb5c0749d810a3dd9dc9f2","source-dc6d3464783b.pdf","application/pdf","147419","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mwqi8:75dd1882ecea08b98e75","document","attachment","activity","wix:activity:mwqi8","兒童野外挑戰營","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mwqi8","ead9f98d9fd57f2fd64f21e8c4ccf3cae2bd067abc72d3c9144cc05d780440e1","source-ead9f98d9fd5.pdf","application/pdf","195791","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mwqi8:e5066247ba2f0e99a935","image","gallery","activity","wix:activity:mwqi8","兒童野外挑戰營","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mwqi8","048d52f4af8f8c25163c86bc3643ffdf07df573ed372bdab64466ac08f1f11b4","source-048d52f4af8f.png","image/png","228984","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:mwqi8:f362aeca452cc3b604f6","document","attachment","activity","wix:activity:mwqi8","兒童野外挑戰營","113","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:mwqi8","404e6c4dfebd990747535b72a1de4b36ab52e0789e53f7e18d6104bab26f9272","source-404e6c4dfebd.pdf","application/pdf","68918","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:ncu3n:04c92dc82d60fdfdbe72","document","attachment","activity","wix:activity:ncu3n","個人形象管理","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:ncu3n","43a60dcfa4ffee973e4779d8af384a365b3b538bdec659142547632c29fd8ec7","source-43a60dcfa4ff.pdf","application/pdf","193922","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:ncu3n:61cca57de5197f9e5999","document","attachment","activity","wix:activity:ncu3n","個人形象管理","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:ncu3n","5dd079427ff16cbc338abc4c2e072e4a1ab44f131bbeea327db0551bb4cf32b8","source-5dd079427ff1.pdf","application/pdf","57802","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:ncu3n:722b1b963a7a8360a2a2","image","gallery","activity","wix:activity:ncu3n","個人形象管理","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:ncu3n","45263a1dfbe971cc102d00df7eda4af3bbeb7a19ec15c0232079f679ac633b13","source-45263a1dfbe9.jpg","image/jpeg","130150","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:ncu3n:9b1071ae9c5f07760172","document","attachment","activity","wix:activity:ncu3n","個人形象管理","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:ncu3n","fa9117a0aa2f69b737e60cbbc5343cee2a1315e49cb09f222a7154c2140c5dbb","source-fa9117a0aa2f.pdf","application/pdf","230527","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:ncu3n:ad2df4394f98b6ceb2d7","document","attachment","activity","wix:activity:ncu3n","個人形象管理","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:ncu3n","91d82453c57a70a8d195dfa743eb08b6ac93f0d6b4b0bab73f130faa8603e992","source-91d82453c57a.pdf","application/pdf","310256","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:ncu3n:e36c04349c58cf0b9aa0","image","cover","activity","wix:activity:ncu3n","個人形象管理","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:ncu3n","7c6c19ea01101a93404636aa577eda0e7fe65a8ba9c5b6910b399ab8436d39b9","source-7c6c19ea0110.jpg","image/jpeg","135709","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:ncu3n:eceb6aff20ed2292c3ac","document","attachment","activity","wix:activity:ncu3n","個人形象管理","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:ncu3n","afaff14fb63d6cc3ef55bf0a8fef578eabea21fec986221b78df6f802e1c6579","source-afaff14fb63d.pdf","application/pdf","201699","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:ncu3n:f4e043d849696b663be8","image","gallery","activity","wix:activity:ncu3n","個人形象管理","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:ncu3n","af30b655ab3b2b6ac96500cfbd618ba43aa3f13af63093146834453a7a95d903","source-af30b655ab3b.jpg","image/jpeg","138849","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:ncu3n:f9075ab8a3310a3ee6eb","document","attachment","activity","wix:activity:ncu3n","個人形象管理","110","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:ncu3n","0bb33482a6126d058215f05a5dcdc561faeb657157168dcc36e605d5a4b2b791","source-0bb33482a612.pdf","application/pdf","185737","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:nz8m8:00d3cb354a87d13a17b4","document","attachment","activity","wix:activity:nz8m8","世界地球日透過創造學會守護112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:nz8m8","498adb63f5a4ab566feb3274817a3f3ad4ec03bd43d24b9e0fd99945d7889571","source-498adb63f5a4.pdf","application/pdf","190834","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:nz8m8:0a83be912f84aa9a6880","image","gallery","activity","wix:activity:nz8m8","世界地球日透過創造學會守護112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:nz8m8","abc70aae3f07ea5c93f3ffc5ff113e327940f1b2d5980d498c90c19b2cd14b24","source-abc70aae3f07.jpg","image/jpeg","416681","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:nz8m8:185f0308e9609347fb15","image","cover","activity","wix:activity:nz8m8","世界地球日透過創造學會守護112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:nz8m8","60ed75c3eb9bbe5e124e7965906efe759e1ef05d0131df2dfec441fab84fa4ab","source-60ed75c3eb9b.jpg","image/jpeg","530837","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:nz8m8:3f8c1ea593861e5ee357","document","attachment","activity","wix:activity:nz8m8","世界地球日透過創造學會守護112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:nz8m8","6ad0576f6852d375204bdd4664f18be3a040a10ae8dd27118502c709475a433b","source-6ad0576f6852.pdf","application/pdf","274621","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:nz8m8:4e25caee74906a7f3f51","document","attachment","activity","wix:activity:nz8m8","世界地球日透過創造學會守護112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:nz8m8","49027e836f1e076768405de7b51c3fe19e0b1334f84a8a6179ce43a059a33885","source-49027e836f1e.pdf","application/pdf","197243","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:nz8m8:6a0bd4b6fa480a9bb06a","document","attachment","activity","wix:activity:nz8m8","世界地球日透過創造學會守護112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:nz8m8","c7a60f979efa6378092437be9de403fa02d9f8404cd081a3d4a9fb760a26d295","source-c7a60f979efa.pdf","application/pdf","99195","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:nz8m8:8acc4d75c2ae13a9cf24","document","attachment","activity","wix:activity:nz8m8","世界地球日透過創造學會守護112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:nz8m8","b77d52f627b62fc81e41c6af27a216333b77764676cb78d6b72de2521c2bb8ef","source-b77d52f627b6.pdf","application/pdf","65162","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:nz8m8:a7a7df2d65bc7386a26b","document","attachment","activity","wix:activity:nz8m8","世界地球日透過創造學會守護112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:nz8m8","903e1f4456a6e2fc8f9921697333ad3f75bf852caf7f0acfe3352cad93f9849c","source-903e1f4456a6.pdf","application/pdf","58524","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""Phase 9 warnings: private_draft_attachment_may_contain_personal_data"",""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:nz8m8:f2bd7b3011ee7bb673c5","image","gallery","activity","wix:activity:nz8m8","世界地球日透過創造學會守護112","112","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:nz8m8","62f1829a0d1a8dbf3573e5a35fa3fba91a009c8562667dedecff23634d95cf75","source-62f1829a0d1a.jpg","image/jpeg","510900","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:o2emp:0999df67f388862e15c8","document","attachment","activity","wix:activity:o2emp","聖誕慈善嘉年華 111","111","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:o2emp","7d218ae1bec9c4c61768d387b5447c05c71052603d970f6b086d0311d2d08070","source-7d218ae1bec9.pdf","application/pdf","68032","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:o2emp:26926bfbc05fd3735dc1","image","gallery","activity","wix:activity:o2emp","聖誕慈善嘉年華 111","111","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:o2emp","eb62af9398929dccaeecdf09f97e377ff072a6754eefe483898f3833813fcb25","source-eb62af939892.jpg","image/jpeg","69395","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
"wix:asset:wix:activity:o2emp:a11bd9d80b85b6a74ddb","document","attachment","activity","wix:activity:o2emp","聖誕慈善嘉年華 111","111","","migrate","migrated","activity-assets","activity-assets/<redacted>","activity-assets","wix:activity:o2emp","51de5406db536f9ec412921fa5df7a468d27215696f1fd673de5fbd2da24fd14","source-51de5406db53.pdf","application/pdf","61908","private-draft","requires-owner-review","[""migration/phase9/assets-manifest.jsonl"",""migration/phase9/content-manifest.jsonl"",""migration/phase9/manual-review.csv"",""migration/phase9/source-inventory.jsonl""]","[""sourceFilename is deterministically redacted; authoritative filename evidence remains only in the Phase 9 manifest.""]","","","",""
