stableId,domain,sanitizedIdentity,productionEvidenceHash,productionEvidenceReference,reason,proposedClassification,automationConfidence,humanConfirmationRequired,cutoverImpact,auditFingerprint,finalHumanDisposition,reviewer,reviewedAt,humanNotes
"p14-production-only-b5b8daa547d87fd01cf59599","editorial-target","editorial-target:7376233187fde309dd16a5e9","80146369b0f6904b196b5ae6eebaa6913935c55735e3a92d24909627cff08601","private:normalized.v1.json#contentRecords/editorial-target:7376233187fde309dd16a5e9","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","792b2808a390ee6c2ba2fb7f21147979d4c0d621dae012245e73092bd4ab14f5","","","",""
"p14-production-only-b5e779914f93e789b2ca78aa","editorial-target","editorial-target:dc82a0677ecef0bff8355b8e","c83d84cf0dab9ac823879432c534028fa4cb466a86177dfcf485f238b636342b","private:normalized.v1.json#contentRecords/editorial-target:dc82a0677ecef0bff8355b8e","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","7dac495300b303c0b569b36b4c5187511baff3a3ccd9825b147d8653708960eb","","","",""
"p14-production-only-b61965b69e6e5f5e2003beae","editorial-redirect","editorial-redirect:f5aa7249e7217ea3830c4ea6","09ab22f6940f2a535adc3b625131c8a0691c33246a2991de75925a1ae1445581","private:normalized.v1.json#contentRecords/editorial-redirect:f5aa7249e7217ea3830c4ea6","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","949694524e88e8cfe0650a8afdeca2ba5a774cdac5ef3c89826d767323b4249d","","","",""
"p14-production-only-b76dc61554b74bf7972636cb","editorial-redirect","editorial-redirect:e4013ce9bf31ad83316abdbf","cac6785edbc6b90c93d4366c8d93a21bcfa01af0397034161ca4dba3d826efa6","private:normalized.v1.json#contentRecords/editorial-redirect:e4013ce9bf31ad83316abdbf","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","f7f5bc26c4850ed246573f1634c7d4d279ee7bb78e85a4b6062b18d91c114781","","","",""
"p14-production-only-b97e129b15521b262808530a","editorial-redirect","editorial-redirect:ac965f63c7bf12f662d07350","6d7c8cab0a604749542f5ba9d62d0a8954f354634f72144a6148c9c2a5292f55","private:normalized.v1.json#contentRecords/editorial-redirect:ac965f63c7bf12f662d07350","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","0b966a8b9c19d59eb9d83a397584a7991687e8b56e9b770c8872e2cbb3a59b70","","","",""
"p14-production-only-bb38ebda3b9aaac832095215","editorial-target","editorial-target:8d04b94bb3eaebb56967f5a5","e89383f5a427d623a5dd7538e16c2f2a7acd0c7a8b5aab3abe0792ef71fdc3e2","private:normalized.v1.json#contentRecords/editorial-target:8d04b94bb3eaebb56967f5a5","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","38b8c73aa61f36c0355f9f168c80c8c2bbd85d4d8f7e13d4102b88f4acc88e6f","","","",""
"p14-production-only-bb7369ee8d6add28c03ff9c3","editorial-redirect","editorial-redirect:1ef297796deb16434b72c29f","c35b5e77e29a0158bdd9e5633b5477736762576439b184bc78bc0a9e29a96116","private:normalized.v1.json#contentRecords/editorial-redirect:1ef297796deb16434b72c29f","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","75faac6a0c3d3e1566016ac688ede6007923c8ba114857cc65a316c1191b597c","","","",""
"p14-production-only-bcc252434cefb45c8bff442b","editorial-redirect","editorial-redirect:1a2047d0944013a0963879c1","56ba03cac469ae8cdcaeae5de4e8b0ebba694b7a6d2afc027df8e953e64ee673","private:normalized.v1.json#contentRecords/editorial-redirect:1a2047d0944013a0963879c1","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","d1f5cfc45e52e16ac0a66f061462354e0af48e887ca0d6cd646e0133b07bf8fa","","","",""
"p14-production-only-bf6fbf3c1d39dee26ffd9501","editorial-redirect","editorial-redirect:aa7f36e0fb6c0196abb83439","ad2aaa9f0234100aeaaa95cc0c62454459455439dba9257e1cf03cffb09eb066","private:normalized.v1.json#contentRecords/editorial-redirect:aa7f36e0fb6c0196abb83439","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","3a9d5cd2b27772c342852226b08b21d23d6cbbeed7033d8ec2723f926799d201","","","",""
"p14-production-only-c1b2ffee509e73659479e166","editorial-redirect","editorial-redirect:ad4b44ac713b6c7aad7633e5","1b2c673cf394ebde29dfd054b7997ce1c3a9de15845a8fbe078b6c926a77c038","private:normalized.v1.json#contentRecords/editorial-redirect:ad4b44ac713b6c7aad7633e5","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","8a7224020b83032d6219c4bd598b739f4b148a7ae3edf1cdda1227d64b68c171","","","",""
"p14-production-only-c1fecc4d4abf80f8f0c8393b","editorial-redirect","editorial-redirect:f4ce65131c1e40ecb1d3e0d2","2688b1656672a41537e492fbb062326e7f937029c60bd60b6d0e1ecab6822b06","private:normalized.v1.json#contentRecords/editorial-redirect:f4ce65131c1e40ecb1d3e0d2","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","e76301c3d707a54fc39b550e1c703029f880001e7a8a4020675702b7639ae759","","","",""
"p14-production-only-c3976cce6fc3ca5b5e5898e9","editorial-target","editorial-target:026958788afeadf8356f1423","ea88f716860091d0dbf93cd524d00095116924d9ed797a77c9bcc64d3160bbe9","private:normalized.v1.json#contentRecords/editorial-target:026958788afeadf8356f1423","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","0fa6d107ff240f8a606a16724ad057891cdbba073d6a71ffc25051981b456cc0","","","",""
"p14-production-only-c48cd1dead63c2b97de5eb86","editorial-redirect","editorial-redirect:9047e82ef1a698100b047a66","2c1b7be242726f98b8ef91b097c59e936499699605a26f98b61ca66ca3a27a05","private:normalized.v1.json#contentRecords/editorial-redirect:9047e82ef1a698100b047a66","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","28d825c1685bcb2e7ab96af1e6a9b25e7bdffe72200817d5058ea4bf4d3037b8","","","",""
"p14-production-only-c79e6172833d0323ad386472","editorial-target","editorial-target:32626505112adeabb4e64322","edd4af22a31a4fc0931df029b3c9d06a83681d72e30f0020f4966bf2c0a11eb2","private:normalized.v1.json#contentRecords/editorial-target:32626505112adeabb4e64322","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","f8e5af4f6fc9f551477138299392bc0ffe5658a3ce1c9426e5a853465cce0abb","","","",""
"p14-production-only-c7c80b1103e1208c2af3928c","editorial-target","editorial-target:235d106f7a684853b0b54922","f21944df4d0311c23b0479aa727f5a6d0abf32d6aeba4edf80dd9fcef7b8e9f3","private:normalized.v1.json#contentRecords/editorial-target:235d106f7a684853b0b54922","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","5a766b5eea126bda48eb62d037fef8478dcda02ec82ea11f9b02b0f48d6ba171","","","",""
"p14-production-only-c82838b283ff20930a51c847","editorial-target","editorial-target:2ac661560dbf8090c55ac0f7","ca8436c4c77ac8baafce84b54d365f087ea26950b43e0f8185e3819b899dda86","private:normalized.v1.json#contentRecords/editorial-target:2ac661560dbf8090c55ac0f7","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","1988f8d88262f5d773f6e32a5862123a8fcec0d31a213e0b20a2f9cb50c9c737","","","",""
"p14-production-only-cb0f2e990fb9830cd0e3088e","editorial-target","editorial-target:f132ba553b4dbcc8c9fa43af","ea91ab01ef545d798b4e6ee60599a1c52e175a51cbe7e388d5cf187b626275f9","private:normalized.v1.json#contentRecords/editorial-target:f132ba553b4dbcc8c9fa43af","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","cd5a3cb15ce669d644f076b914bd0dc4bde77d9d954155c5bf9b03ded10b61ef","","","",""
"p14-production-only-cbd42ecb5317ce562bdd7337","editorial-redirect","editorial-redirect:7f442186157260620a94e07d","7f01124ea739f0fd2438d3547ef0518c0db04a70d7509d4a7db1e5b2b2de89a6","private:normalized.v1.json#contentRecords/editorial-redirect:7f442186157260620a94e07d","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","05cd5bd491ed4391256a86f6d55846ce720a7e0aba506e5513ec943ef148409f","","","",""
"p14-production-only-cde7f07d67137a5e36b6d539","editorial-redirect","editorial-redirect:a9a268cdc38f75431237c077","adf955e4f62247311dfb3cf36924245546106729c50558b5c8f69519d49210e2","private:normalized.v1.json#contentRecords/editorial-redirect:a9a268cdc38f75431237c077","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","f67df3124e611afdf02ce4983d7edf76aeaac6dae7091a120861610be8c0b33d","","","",""
"p14-production-only-d0f8ca437dd7067b731b6f14","editorial-target","editorial-target:d79f18246992c59429239054","f53fe678822571ebf250f0b1afd77cbe0e57d48c4afff5e05475386ec471b581","private:normalized.v1.json#contentRecords/editorial-target:d79f18246992c59429239054","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","e657377bdc4acb8f548a4629884f946f80dd59ec31fed9c0db9e8907997a3d52","","","",""
"p14-production-only-d29dfb9d87a70b2cccb92f95","editorial-redirect","editorial-redirect:46a1665ac9f94f24199900da","b01abe26e0c7af6a40a75f2708962daf41b29de7141f5382bb703cff2cb320af","private:normalized.v1.json#contentRecords/editorial-redirect:46a1665ac9f94f24199900da","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","61c04e6525493a587c2f02bfbec3507b8f1d4456cc3e5c56eac6a9f27f137d88","","","",""
"p14-production-only-d341a3076975fe55d35a6ad6","editorial-redirect","editorial-redirect:30aa29e9fc57c62b1edf2b17","dfc2bae034f1aaa7b8e1984a30a9aec9e90df2a72c714757b287f52b53f7ccee","private:normalized.v1.json#contentRecords/editorial-redirect:30aa29e9fc57c62b1edf2b17","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","53d260c85214e6d90b5df7329b33faa41b62f380d9c96c5945ec5c819b0f1f8d","","","",""
"p14-production-only-d53c689bd2e9b234c493c4fc","editorial-redirect","editorial-redirect:69987258f8e4424b923b322e","1247e59cd032bfcc0bd3d1bf8044d0d081915230adbe677a0b7baf1889ce29a4","private:normalized.v1.json#contentRecords/editorial-redirect:69987258f8e4424b923b322e","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","c28804c7a08b151c949c3546bda0c023131dcbe080b11da26a553f53d5554e62","","","",""
"p14-production-only-d57bad73b0ef029578bc8185","editorial-redirect","editorial-redirect:78b9056387e8680be6e48410","5116e17d9509edaf356817b81a157306e95e5544c912455162eb30f30bd0aeec","private:normalized.v1.json#contentRecords/editorial-redirect:78b9056387e8680be6e48410","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","55e7348b131de6f3e41f32fb48c16fc1d1d11bbdbc6f5efa97f9a716412994c3","","","",""
"p14-production-only-d69255dc8007c9dc91f70cce","editorial-target","editorial-target:ce8d35ec630cad43fccdf331","d5eee39ed1c8388340a3055ea6d7895034b31b561a95dba60dd1f28029283cac","private:normalized.v1.json#contentRecords/editorial-target:ce8d35ec630cad43fccdf331","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","f89bbe658305a3bff973c644872643d8e379400af6149c3ba9feed90bf80f889","","","",""
"p14-production-only-d9cf5aaa0a441e54ac0171d1","editorial-redirect","editorial-redirect:87b1c051a38772e8e24e8e23","59e1152b5ac13d60b2a0de249cbee8683fb93752f50681f671a6bbfc8950accc","private:normalized.v1.json#contentRecords/editorial-redirect:87b1c051a38772e8e24e8e23","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","218b50b61226a33747fff946f3a71e04ad2b85f009b99e9ff57482d5ecbdbdc4","","","",""
"p14-production-only-d9e3009087920584b955b819","editorial-redirect","editorial-redirect:c6df3b90e27c0c3a961d3a7c","632692a374a79baeb6fcceac454e55eaeb8da9f340414547744096d2ef261449","private:normalized.v1.json#contentRecords/editorial-redirect:c6df3b90e27c0c3a961d3a7c","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","805d35c107cdc789cc4c65bd9d038051edef5c39b216f887c4c63cf97aa9a1b9","","","",""
"p14-production-only-daf1d5dd95bf0981d6b7dab1","editorial-redirect","editorial-redirect:fe0ccde47caffb93c5ceed8b","cc4182b6c763ce108bb61c0bd5ff78a8c034f40e6d8d778414f952918616f259","private:normalized.v1.json#contentRecords/editorial-redirect:fe0ccde47caffb93c5ceed8b","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","12ca7b0f63f79ef202738e8c7e932798fef96788e992f81f863413409db69b9d","","","",""
"p14-production-only-dde9c521e0e252d28f371c7b","editorial-target","editorial-target:d4cb72aaea43fe96ee269624","6c6c72a96f86ce344e3fda10b11feb1ef3d4fbc21d91b085d6acb9f53ae7f8ef","private:normalized.v1.json#contentRecords/editorial-target:d4cb72aaea43fe96ee269624","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","7e527396ffb9b05c1443ca54e0e3ad1f81043a842d140ec0b19f28ae7f0f6ee6","","","",""
"p14-production-only-df195ec34bade69a7be903e8","editorial-redirect","editorial-redirect:49eaa6e8d59abb42852b0c9b","58447bf242879b672ed8c652bfc3f82ec2c49aa56a15b8b7568f6bd48567f18b","private:normalized.v1.json#contentRecords/editorial-redirect:49eaa6e8d59abb42852b0c9b","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","adffb630cd313f1e79791424f9575e8f0f26964e24d457e456de1f415ff0d355","","","",""
"p14-production-only-df61b5086941d4b2d6eed517","editorial-target","editorial-target:b5bbcd2522987dbc5cdb530e","818e53171ddd69a027265052c4ef16510fb63b0bc1d58ce8b64d69c18bec253d","private:normalized.v1.json#contentRecords/editorial-target:b5bbcd2522987dbc5cdb530e","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","2c4d58bcd4274d11c6b36728f3ce12f374132bb3107eb8525a22225bf2412423","","","",""
"p14-production-only-e171a1fda421fb113877492a","activity","activity:37ecef9601a93d6478a06e1d","49f2a75d691fddbcecf0e93f0f8a5a4a9217df37b2b50bc4fd14e94e0150637e","private:normalized.v1.json#contentRecords/activity:37ecef9601a93d6478a06e1d","The Activity exists in current production but is not one of the 70 Phase 13 imported target identities.","requires_owner_confirmation","medium","owner","content-confirmation-required","9ef336cc81f3676c09508fe54e3d47beeb30d9485b522af6b4bab21b8e63b4cd","","","",""
"p14-production-only-e405b73127a2354bce53ef2c","editorial-redirect","editorial-redirect:e65ef737e5babffdfd50e74f","3086940cd9783f4be80ca0f0dff23c898f6c834d5db47239e6fa66f93e204f58","private:normalized.v1.json#contentRecords/editorial-redirect:e65ef737e5babffdfd50e74f","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","c786a6ee333359b07c0e251bc57965c976a9760173a665170f41b0f7c14a7143","","","",""
"p14-production-only-e579597e3d9639d14a4ac437","editorial-target","editorial-target:cdadc7279b4d6c96a437b71c","2181328de43b4dd52fa761a07ffe6301df414bf29e5f190a816fb3aad5d17743","private:normalized.v1.json#contentRecords/editorial-target:cdadc7279b4d6c96a437b71c","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","35c3eeb87e1196905cef422860fecb2782817ed2d17031738eacd7aeaaf939cc","","","",""
"p14-production-only-e5e6bc3f78ed927a05bb1479","editorial-target","editorial-target:a5f34793db66cb4303d84c04","5e24f2e93a3040107d2572f0b84f99aa99b2880ffa253d2e66eab1e74a719a67","private:normalized.v1.json#contentRecords/editorial-target:a5f34793db66cb4303d84c04","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","8510049003999c1fe3dd8999c2188512d4aee9e406fcfd74955f435978dc6e7b","","","",""
"p14-production-only-e7137af7d6bd384632913e7b","editorial-redirect","editorial-redirect:7e7fbfc1543b036b6bd74e03","9db1572dc01b7f35c280b69f3dcdd5f078e3369ebe50da54edc7e93f1d93d797","private:normalized.v1.json#contentRecords/editorial-redirect:7e7fbfc1543b036b6bd74e03","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","615922f8103d63b13ad12d254777db2a6b89074a4413d19cb27d8f6852c786e3","","","",""
"p14-production-only-eb506e6de218f9bb4d5731a0","editorial-redirect","editorial-redirect:f7d69d03892c88fe44546374","70be9c41c2978af4e4a4da89a665caa61085ee1914440a13145dee8b6e9fcdb7","private:normalized.v1.json#contentRecords/editorial-redirect:f7d69d03892c88fe44546374","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","d6b10d97a61e326b8f7d479cb8b4a7cc981a642775d97971dee21ae4972dd998","","","",""
"p14-production-only-ee39695ff5c4c2303cd3bf46","editorial-target","editorial-target:e3305fd8539b73bbab4c98a9","3d01a3480e74ec6945e4c22bcc7fdebd125d0761974eaa2ca6a6f8824d744725","private:normalized.v1.json#contentRecords/editorial-target:e3305fd8539b73bbab4c98a9","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","dfda7c036240ca4a703f62e0769ab7818c2099443b5d095bab677f161e05f426","","","",""
"p14-production-only-eea01df85a1ecb1f3bde0f1e","editorial-redirect","editorial-redirect:4e4a469fd037209bc1211d36","90eba9ec049adc87b39ae5820f568098980a5d08cf94cbee347cfe688f058c9b","private:normalized.v1.json#contentRecords/editorial-redirect:4e4a469fd037209bc1211d36","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","826ae536e06a82c6018cdc8d149286b7de42b3480d5826e1979b7cb6f39313bd","","","",""
"p14-production-only-f12a88696d55d42c520f65cb","editorial-redirect","editorial-redirect:4bd6d89dcecdfa323ad95c30","141cd8ffd80bb0743e9fea9b718e8e7ab6fb34de0c14c62d7920e169ba43d610","private:normalized.v1.json#contentRecords/editorial-redirect:4bd6d89dcecdfa323ad95c30","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","744f0bec254a90adffa96ba99a4ae995298a008a006ba787fafa3c74f3d26a7e","","","",""
"p14-production-only-f3d3f3ba6d36f95e3d42fd20","editorial-redirect","editorial-redirect:b14a33b7e6940dd9c789647e","8cf3770a2a161357eb6a86b0a411ee5b0b5457245dd0cf4ad23098deb73b1166","private:normalized.v1.json#contentRecords/editorial-redirect:b14a33b7e6940dd9c789647e","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","b0d8cccd113a80e2b7d5b44359bfb7132cbeff64358867b0466b1f132f01b23e","","","",""
"p14-production-only-f4c6f29c358af06b89bbb823","editorial-redirect","editorial-redirect:bf953e5a91bb9be4968e3b88","bb152749e65e635aebb4cbb52f48b364fc476ed4f3a4714bba04c4ce356e8f2f","private:normalized.v1.json#contentRecords/editorial-redirect:bf953e5a91bb9be4968e3b88","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","5e7f8d09aaaadda9b5f4a958730e18a1008aa8b8ba2fd25a01a7aae6b65c79d5","","","",""
"p14-production-only-f4f44d1736ab841f8cd8e788","editorial-redirect","editorial-redirect:64d2d5bb6bd99324961f55e2","dc53da454c2227e0feaab9b0a36d34abd29df4dacc7d6886ff45eedf49ea49ec","private:normalized.v1.json#contentRecords/editorial-redirect:64d2d5bb6bd99324961f55e2","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","ce5b991b9fc66a26b5d400c6154d2eb13793d0e193e7463d5a715e9d173f8ca3","","","",""
"p14-production-only-f6b59989aa55a682964eba95","editorial-redirect","editorial-redirect:325b59dd1e614bbb89c79cae","710dc5c1c004efbea2c783e57445ce567e20ac2bb7dc945583a8e481607580b7","private:normalized.v1.json#contentRecords/editorial-redirect:325b59dd1e614bbb89c79cae","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","0ae2fdec7b76b7d3d579baeb1b7556c655403b31b429a41624cfd6c31878b38e","","","",""
"p14-production-only-fada58b88129ac4f292567de","editorial-redirect","editorial-redirect:d08766876811aa52148c0cb4","d6be18fe18ad6c9abf3d741e7a73f64503c9a92d17a6c95fda8da844c91645a0","private:normalized.v1.json#contentRecords/editorial-redirect:d08766876811aa52148c0cb4","Current redirect decision metadata is expected system state outside the Phase 13 target/asset comparison set; it is not an active redirect.","expected_system_record","high","owner","redirect-disposition-confirmation-required","3f76caf31cc31d4884047e35bf60b35a21860dc683932dd647ad00ba7f0a5527","","","",""
"p14-production-only-fc87eb118d376bcc9edc3cd7","editorial-target","editorial-target:6109b3259fbd661e6c81e4ce","d3bf2f52de3f915b178d7d2c5ade2814b894370bcf5434c31043cbc3a3b60de5","private:normalized.v1.json#contentRecords/editorial-target:6109b3259fbd661e6c81e4ce","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","1a65d37cf6e1018899ac41368689ad137bdc0799d1ac0e61a725e3f1b54f15b8","","","",""
"p14-production-only-fcfcb5a68cc00cbdad07ca26","editorial-target","editorial-target:790adfc6b4aa132a3d457628","3965ed2a58aedce1a5b83db8658db6a3c5f93615e9189690f175ddb5577bea7a","private:normalized.v1.json#contentRecords/editorial-target:790adfc6b4aa132a3d457628","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","255c5245b0905f921f2a136e0257b5d44b27d334d71aae381a31a6b2490008ba","","","",""
"p14-production-only-fd833ec61210182022d6963f","activity","activity:9072619e29f40cba3e34eb12","2f640bbd2cd831d509d91c941cdd9684fcb91b872aa69d306779e7175530d388","private:normalized.v1.json#contentRecords/activity:9072619e29f40cba3e34eb12","The Activity exists in current production but is not one of the 70 Phase 13 imported target identities.","requires_owner_confirmation","medium","owner","content-confirmation-required","58e64107ef65baa78383d250fd31f95cbb2e445d5e7ad9941dd0c366453fd243","","","",""
"p14-production-only-fecd5d61d21bbd44732c7f60","editorial-target","editorial-target:e38a4551d1efe4b08d94f693","2d78f13c128d042f98925d5c4d21a8ac9d9823af5489e772cb74bb53d92b8af4","private:normalized.v1.json#contentRecords/editorial-target:e38a4551d1efe4b08d94f693","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","3bfa32e81ede0d69697a992f773db32827a55078eed8d33e927685d506bd7b12","","","",""
"p14-production-only-ff2a3a678455e82a7ad0a5fc","editorial-target","editorial-target:31b35417727aee618a55f99e","8bed51261015a957ba1dcb51f5fcadc2ee87c6b22c0d5c0aa525c0aff0b3d75d","private:normalized.v1.json#contentRecords/editorial-target:31b35417727aee618a55f99e","Current editorial control metadata represents a matched imported target but has no separate Phase 13 comparison row.","expected_operational_metadata","high","owner","owner-confirmation-required-before-cutover","565e307f7e77c0dfe2865456abef93adfe33f9971948bd8824380b0f5e94b5b2","","","",""
